title,description,image,url,keywords,category
"Pots, Paints and Plays with Gemma Bradley",Musician and broadcaster Gemma Bradley meets a variety of Mid Ulster artists.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bkc6xq.jpg,https://www.bbc.co.uk/iplayer/episode/m0014569/pots-paints-and-plays-with-gemma-bradley,"BBC, iPlayer, TV, Pots, Paints and Plays with Gemma Bradley",arts
The Brontës: An Irish Tale,Actress Aoife Hinds explores the little-known Irish part of the Brontë story.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bkcsyk.jpg,https://www.bbc.co.uk/iplayer/episode/m00145tk/the-brontes-an-irish-tale,"BBC, iPlayer, TV, The Brontës: An Irish Tale",arts
Britain's Lost Masterpieces - Series 5: 3. Glasgow,Technical problems frustrate Bendor and Emma’s investigation of a 300-year-old portrait.,https://ichef.bbci.co.uk/images/ic/1200x675/p0951zg6.jpg,https://www.bbc.co.uk/iplayer/episode/m001494m/britains-lost-masterpieces-series-5-3-glasgow,"BBC, iPlayer, TV, Britains Lost Masterpieces, Series 5: 3. Glasgow",arts
Mary Beard's Forbidden Art - Series 1: 2. To See or Not to See?,Mary Beard explores how art challenges us to confront ideas we’d rather not face up to.,https://ichef.bbci.co.uk/images/ic/1200x675/p0blyxtl.jpg,https://www.bbc.co.uk/iplayer/episode/m0014bqv/mary-beards-forbidden-art-series-1-2-to-see-or-not-to-see,"BBC, iPlayer, TV, Mary Beards Forbidden Art, Series 1: 2. To See or Not to See?",arts
Emma Spence: The Art of Surviving,"A portrait of Emma Spence, whose art is shaped by her farming family and tragedy overcome.",https://ichef.bbci.co.uk/images/ic/1200x675/p0blgf3n.jpg,https://www.bbc.co.uk/iplayer/episode/m0014cvf/emma-spence-the-art-of-surviving,"BBC, iPlayer, TV, Emma Spence: The Art of Surviving",arts
Flight,"A child attempts to defy gravity, through the power of imagination and dance.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bm0b7s.jpg,https://www.bbc.co.uk/iplayer/episode/m0014fqd/flight,"BBC, iPlayer, TV, Flight",arts
This Cultural Life - Series 1: 8. Evelyn Glennie,Renowned solo percussionist Evelyn Glennie talks about the key influences on her art.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bn44y9.jpg,https://www.bbc.co.uk/iplayer/episode/m0014j2s/this-cultural-life-series-1-8-evelyn-glennie,"BBC, iPlayer, TV, This Cultural Life, Series 1: 8. Evelyn Glennie",arts
Arena - The Most Beautiful Boy in the World,What price fame? The story of the boy chosen to play Tadzio in 1971's Death in Venice.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bnfrng.jpg,https://www.bbc.co.uk/iplayer/episode/m0014j2v/arena-the-most-beautiful-boy-in-the-world,"BBC, iPlayer, TV, Arena, The Most Beautiful Boy in the World",arts
"The Film Review - Dog, Old Henry, Here Before","Mark Kermode joins Jane Hill to discuss Dog, Old Henry, Here Before and more. ",https://ichef.bbci.co.uk/images/ic/1200x675/p02kh4jx.jpg,https://www.bbc.co.uk/iplayer/episode/m0014my6/the-film-review-dog-old-henry-here-before,"BBC, iPlayer, TV, The Film Review, Dog, Old Henry, Here Before",arts
Dance: BBC Introducing Arts,Brenda Emmanus presents short films that combine powerful storytelling with dance.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bncgl5.jpg,https://www.bbc.co.uk/iplayer/episode/m0014rf7/dance-bbc-introducing-arts,"BBC, iPlayer, TV, Dance: BBC Introducing Arts",arts
Dance Passion - 2022: Highlights,Josie d’Arby and Karim Zeroual present highlights from Dance Passion 2022.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bnmrw9.jpg,https://www.bbc.co.uk/iplayer/episode/m0014rg5/dance-passion-2022-highlights,"BBC, iPlayer, TV, Dance Passion, 2022: Highlights",arts
Firestarter: The Story of Bangarra,How an Indigenous Australian dance group became a cultural powerhouse.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bnfjkz.jpg,https://www.bbc.co.uk/iplayer/episode/m0014rg7/firestarter-the-story-of-bangarra,"BBC, iPlayer, TV, Firestarter: The Story of Bangarra",arts
Britain's Best Young Artist - Series 1: 13. The Final,"It’s the final, and the artists must make a stunning piece that celebrates home.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bnd39l.jpg,https://www.bbc.co.uk/iplayer/episode/m0014rk1/britains-best-young-artist-series-1-13-the-final,"BBC, iPlayer, TV, Britains Best Young Artist, Series 1: 13. The Final",arts
imagine... - 2022: Wayne McGregor: Dancing on the Edge,"Alan Yentob profiles Wayne McGregor, the resident choreographer at the Royal Ballet.",https://ichef.bbci.co.uk/images/ic/1200x675/p0bpfgrp.jpg,https://www.bbc.co.uk/iplayer/episode/m0014rz7/imagine-2022-wayne-mcgregor-dancing-on-the-edge,"BBC, iPlayer, TV, imagine..., 2022: Wayne McGregor: Dancing on the Edge",arts
Loop - TV - Series 4: Episode 1,Libertines frontman Peter Doherty shares his thoughts on art as a form of rehabilitation.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bngh1z.jpg,https://www.bbc.co.uk/iplayer/episode/m0014twz/loop-tv-series-4-episode-1,"BBC, iPlayer, TV, Loop, TV - Series 4: Episode 1",arts
Artists on Film: Scenes from Working Lives - Episode 5,"A focus on abstract artists, including William Hayter and Patrick Heron.",https://ichef.bbci.co.uk/images/ic/1200x675/p025lzqd.jpg,https://www.bbc.co.uk/iplayer/episode/p00b67hh/artists-on-film-scenes-from-working-lives-episode-5,"BBC, iPlayer, TV, Artists on Film: Scenes from Working Lives, Episode 5",arts
"Rossetti - Sex, Drugs and Oil Paint",Andrew Graham-Dixon considers the work of Dante Gabriel Rossetti. (2003),https://ichef.bbci.co.uk/images/ic/1200x675/p02tgnlf.jpg,https://www.bbc.co.uk/iplayer/episode/p00b6c7x/rossetti-sex-drugs-and-oil-paint,"BBC, iPlayer, TV, Rossetti - Sex, Drugs and Oil Paint",arts
Augustus and Gwen: The Fire and the Fountain,The story of Augustus John and his sister Gwen. (1975),https://ichef.bbci.co.uk/images/ic/1200x675/p02tgn6z.jpg,https://www.bbc.co.uk/iplayer/episode/p00gtnct/augustus-and-gwen-the-fire-and-the-fountain,"BBC, iPlayer, TV, Augustus and Gwen: The Fire and the Fountain",arts
The Devil's Music - Series 2: Episode 4,Alexis Korner looks at contemporary Chicago Blues music. (1979),https://ichef.bbci.co.uk/images/ic/1200x675/p01m7rld.jpg,https://www.bbc.co.uk/iplayer/episode/p00lk5yh/the-devils-music-series-2-episode-4,"BBC, iPlayer, TV, The Devils Music, Series 2: Episode 4",arts
Intimations - 10. John le Carre,John le Carre talks about his writing and the main influences on his work. (1966),https://ichef.bbci.co.uk/images/ic/1200x675/p091d3c9.jpg,https://www.bbc.co.uk/iplayer/episode/p00nw1tb/intimations-10-john-le-carre,"BBC, iPlayer, TV, Intimations, 10. John le Carre",arts
Daphne Du Maurier,Author Daphne du Maurier is interviewed in her Cornwall home by Wilfred De'Ath. (1971),https://ichef.bbci.co.uk/images/ic/1200x675/p025xqpf.jpg,https://www.bbc.co.uk/iplayer/episode/p00nw1z9/daphne-du-maurier,"BBC, iPlayer, TV, Daphne Du Maurier",arts
The Late Show - Face to Face: Lauren Bacall,Jeremy Isaacs talks to the Hollywood legend Lauren Bacall. (1995),https://ichef.bbci.co.uk/images/ic/1200x675/p01hd66x.jpg,https://www.bbc.co.uk/iplayer/episode/p00nxqbq/the-late-show-face-to-face-lauren-bacall,"BBC, iPlayer, TV, The Late Show, Face to Face: Lauren Bacall",arts
I Love This Dirty Town,Margaret Drabble investigates the problems of town planning and traffic. (1969),https://ichef.bbci.co.uk/images/ic/1200x675/p01hh81r.jpg,https://www.bbc.co.uk/iplayer/episode/p00rzvqv/i-love-this-dirty-town,"BBC, iPlayer, TV, I Love This Dirty Town",arts
Three Swings on a Pendulum,Investigating the so-called 'swinging London' of the 1960s. (1967),https://ichef.bbci.co.uk/images/ic/1200x675/p01hh8y2.jpg,https://www.bbc.co.uk/iplayer/episode/p00rzw31/three-swings-on-a-pendulum,"BBC, iPlayer, TV, Three Swings on a Pendulum",arts
Contrasts - Marble Arch to Edgware,John Betjeman takes a journey from Marble Arch to Edgware. (1968),https://ichef.bbci.co.uk/images/ic/1200x675/p01hgsh0.jpg,https://www.bbc.co.uk/iplayer/episode/p00rzwzq/contrasts-marble-arch-to-edgware,"BBC, iPlayer, TV, Contrasts, Marble Arch to Edgware",arts
Barbara Hepworth,A look at how Cornish landscapes have influenced sculptor Barbara Hepworth's work. (1961),https://ichef.bbci.co.uk/images/ic/1200x675/p025lz2c.jpg,https://www.bbc.co.uk/iplayer/episode/p013h27r/barbara-hepworth,"BBC, iPlayer, TV, Barbara Hepworth",arts
Music Masters - John Adams,The minimalist composer John Adams talks about his career to Charles Hazlewood. (2001),https://ichef.bbci.co.uk/images/ic/1200x675/p01504pb.jpg,https://www.bbc.co.uk/iplayer/episode/p013s7xw/music-masters-john-adams,"BBC, iPlayer, TV, Music Masters, John Adams",arts
War Requiem,A performance of Benjamin Britten's War Requiem from the Royal Albert Hall. (1964),https://ichef.bbci.co.uk/images/ic/1200x675/p01lb5zh.jpg,https://www.bbc.co.uk/iplayer/episode/p014g221/war-requiem,"BBC, iPlayer, TV, War Requiem",arts
"The Sound and the Fury in Concert - Cage, Feldman, Reich, Monk, Part and Benjamin",Performances of works by five modern composers recorded in 2012.,https://ichef.bbci.co.uk/images/ic/1200x675/p01531my.jpg,https://www.bbc.co.uk/iplayer/episode/p01531w2/the-sound-and-the-fury-in-concert-cage-feldman-reich-monk-part-and-benjamin,"BBC, iPlayer, TV, The Sound and the Fury in Concert, Cage, Feldman, Reich, Monk, Part and Benjamin",arts
A Very British Murder with Lucy Worsley - 3. The Golden Age,Lucy explores the Edwardian era and the golden age of detective fiction between the wars.,https://ichef.bbci.co.uk/images/ic/1200x675/p01k0sxh.jpg,https://www.bbc.co.uk/iplayer/episode/p01fv16l/a-very-british-murder-with-lucy-worsley-3-the-golden-age,"BBC, iPlayer, TV, A Very British Murder with Lucy Worsley, 3. The Golden Age",arts
"Where We Live Now - 3. New Town, Home Town",Colin Ward sets out to discover the truth about Britain's New Towns. (1979),https://ichef.bbci.co.uk/images/ic/1200x675/p01s49vz.jpg,https://www.bbc.co.uk/iplayer/episode/p01rk56y/where-we-live-now-3-new-town-home-town,"BBC, iPlayer, TV, Where We Live Now, 3. New Town, Home Town",arts
Building Sights - Series 4: 6. Alton Estate,"Sir Richard Rogers praises the Alton Housing Estate in Roehampton, south London. (1996)",https://ichef.bbci.co.uk/images/ic/1200x675/p01rswlb.jpg,https://www.bbc.co.uk/iplayer/episode/p01rtkbd/building-sights-series-4-6-alton-estate,"BBC, iPlayer, TV, Building Sights, Series 4: 6. Alton Estate",arts
A Passion For Churches,John Betjeman visits various churches in the Diocese of Norwich. (1974),https://ichef.bbci.co.uk/images/ic/1200x675/p022kvf9.jpg,https://www.bbc.co.uk/iplayer/episode/p022ktzy/a-passion-for-churches,"BBC, iPlayer, TV, A Passion For Churches",arts
Summoned by Bells,John Betjeman recalls in vivid detail the agonies and the delights of growing up. (1976),https://ichef.bbci.co.uk/images/ic/1200x675/p022mrmn.jpg,https://www.bbc.co.uk/iplayer/episode/p022mqh1/summoned-by-bells,"BBC, iPlayer, TV, Summoned by Bells",arts
Vivienne Westwood Talks To Kirsty Wark,Kirsty Wark interviews the fashion icon Vivienne Westwood. (2004),https://ichef.bbci.co.uk/images/ic/1200x675/p026vkks.jpg,https://www.bbc.co.uk/iplayer/episode/p026f8fn/vivienne-westwood-talks-to-kirsty-wark,"BBC, iPlayer, TV, Vivienne Westwood Talks To Kirsty Wark",arts
Ex-S - Styling the Swan,Jasper Conran designs the costumes for Swan Lake. (1995),https://ichef.bbci.co.uk/images/ic/1200x675/p026txrw.jpg,https://www.bbc.co.uk/iplayer/episode/p026fb77/exs-styling-the-swan,"BBC, iPlayer, TV, Ex-S, Styling the Swan",arts
The Works - Series 3: Cutting Up Rough,The Works follows Alexander McQueen at London Fashion Week. (1997),https://ichef.bbci.co.uk/images/ic/1200x675/p026g9g7.jpg,https://www.bbc.co.uk/iplayer/episode/p026g8yw/the-works-series-3-cutting-up-rough,"BBC, iPlayer, TV, The Works, Series 3: Cutting Up Rough",arts
The Slate - King Of The Cobweb - Julien Macdonald,Julien Macdonald's 1997 London Fashion Week collection. (1998),https://ichef.bbci.co.uk/images/ic/1200x675/p026txx9.jpg,https://www.bbc.co.uk/iplayer/episode/p026gbk4/the-slate-king-of-the-cobweb-julien-macdonald,"BBC, iPlayer, TV, The Slate, King Of The Cobweb - Julien Macdonald",arts
World of Difference - The Models,What was it like to be a top fashion model 30 years ago? (1978),https://ichef.bbci.co.uk/images/ic/1200x675/p026vl1q.jpg,https://www.bbc.co.uk/iplayer/episode/p026gmw9/world-of-difference-the-models,"BBC, iPlayer, TV, World of Difference, The Models",arts
Going to Work - The Rag Trade,Film about the fashion industry in the 60s. (1966),https://ichef.bbci.co.uk/images/ic/1200x675/p026txxd.jpg,https://www.bbc.co.uk/iplayer/episode/p026gpbp/going-to-work-the-rag-trade,"BBC, iPlayer, TV, Going to Work, The Rag Trade",arts
The Bronte Business,"Joan Bakewell visits Haworth in Yorkshire, home of the Brontes. (1977)",https://ichef.bbci.co.uk/images/ic/1200x675/p028shsc.jpg,https://www.bbc.co.uk/iplayer/episode/p027vyvp/the-bronte-business,"BBC, iPlayer, TV, The Bronte Business",arts
Julian Bream Masterclass - 5. Julian Bream Festival,A recital of guitar music by Julian Bream at Old Wardour Castle. (1978),https://ichef.bbci.co.uk/images/ic/1200x675/p01lb5zk.jpg,https://www.bbc.co.uk/iplayer/episode/p02jppyv/julian-bream-masterclass-5-julian-bream-festival,"BBC, iPlayer, TV, Julian Bream Masterclass, 5. Julian Bream Festival",arts
Beardsley and his Work,Aubrey Beardsley's drawings still retain their power to amuse and to shock. (1982),https://ichef.bbci.co.uk/images/ic/1200x675/p02tgncm.jpg,https://www.bbc.co.uk/iplayer/episode/p02t77gl/beardsley-and-his-work,"BBC, iPlayer, TV, Beardsley and his Work",arts
Francis Bacon: Fragments Of A Portrait,"A film study of Francis Bacon's paintings, which have been called sick and corrupt. (1966)",https://ichef.bbci.co.uk/images/ic/1200x675/p02tk9gm.jpg,https://www.bbc.co.uk/iplayer/episode/p02t7ck5/francis-bacon-fragments-of-a-portrait,"BBC, iPlayer, TV, Francis Bacon: Fragments Of A Portrait",arts
Making Their Mark: Six Artists on Drawing - 3. Maggi Hambling,Maggi Hambling compares her life-drawing sessions to a musician practising scales. (1990),https://ichef.bbci.co.uk/images/ic/1200x675/p02tgmhs.jpg,https://www.bbc.co.uk/iplayer/episode/p02t7k03/making-their-mark-six-artists-on-drawing-3-maggi-hambling,"BBC, iPlayer, TV, Making Their Mark: Six Artists on Drawing, 3. Maggi Hambling",arts
The Visual Scene - 3. Playing it Cool,Modern artists using new methods of producing art and sculpture are seen at work. (1969),https://ichef.bbci.co.uk/images/ic/1200x675/p030286y.jpg,https://www.bbc.co.uk/iplayer/episode/p02w23qw/the-visual-scene-3-playing-it-cool,"BBC, iPlayer, TV, The Visual Scene, 3. Playing it Cool",arts
Monitor - Joe Tilson,"Monitor meets artist Joe Tilson, who gains inspiration from the modern world. (1964)",https://ichef.bbci.co.uk/images/ic/1200x675/p03027n7.jpg,https://www.bbc.co.uk/iplayer/episode/p02wky7t/monitor-joe-tilson,"BBC, iPlayer, TV, Monitor, Joe Tilson",arts
Omnibus - Patricia Cornwell: Stalking the Ripper,Author Patricia Cornwell is convinced she knows Jack the Ripper's true identity. (2002),https://ichef.bbci.co.uk/images/ic/1200x675/p032vfsn.jpg,https://www.bbc.co.uk/iplayer/episode/p0327lpx/omnibus-patricia-cornwell-stalking-the-ripper,"BBC, iPlayer, TV, Omnibus, Patricia Cornwell: Stalking the Ripper",arts
Manchester International Festival - MIF 2017: What Is the City but the People?,The festival opens with an invitation to join Mancunians for a self-portrait of the city.,https://ichef.bbci.co.uk/images/ic/1200x675/p057db8b.jpg,https://www.bbc.co.uk/iplayer/episode/p056fv0w/manchester-international-festival-mif-2017-what-is-the-city-but-the-people,"BBC, iPlayer, TV, Manchester International Festival, MIF 2017: What Is the City but the People?",arts
Civilisations - Series 1: 9. The Vital Spark,Simon Schama explores the fate of art in the machine- and profit-driven world.,https://ichef.bbci.co.uk/images/ic/1200x675/p060mfcz.jpg,https://www.bbc.co.uk/iplayer/episode/p05xyhjq/civilisations-series-1-9-the-vital-spark,"BBC, iPlayer, TV, Civilisations, Series 1: 9. The Vital Spark",arts
Taste - The Space Age,"The influence of 20th Century styles such as Arts and Crafts, Art Deco and Bauhaus.",https://ichef.bbci.co.uk/images/ic/1200x675/p07hjc4n.jpg,https://www.bbc.co.uk/iplayer/episode/p07hk0kt/taste-the-space-age,"BBC, iPlayer, TV, Taste, The Space Age",arts
The Fear of God: 25 Years of the Exorcist,Mark Kermode explores the extraordinary history of The Exorcist.,https://ichef.bbci.co.uk/images/ic/1200x675/p07shklw.jpg,https://www.bbc.co.uk/iplayer/episode/p07r5pwq/the-fear-of-god-25-years-of-the-exorcist,"BBC, iPlayer, TV, The Fear of God: 25 Years of the Exorcist",arts
Inside Games - Shorts: 6. Wholesome Games,"Keith Stuart explores how, now more than ever, video games can bring us all together.",https://ichef.bbci.co.uk/images/ic/1200x675/p08dnzyb.jpg,https://www.bbc.co.uk/iplayer/episode/p08dnzpy/inside-games-shorts-6-wholesome-games,"BBC, iPlayer, TV, Inside Games, Shorts: 6. Wholesome Games",arts
The Story of Welsh Art - Series 1: Episode 3,Artists working in the 20th century found new and radical ways to portray Wales.,https://ichef.bbci.co.uk/images/ic/1200x675/p097j36l.jpg,https://www.bbc.co.uk/iplayer/episode/p097c3k8/the-story-of-welsh-art-series-1-episode-3,"BBC, iPlayer, TV, The Story of Welsh Art, Series 1: Episode 3",arts
Big Book Weekend - A Big Book Chat with Val McDermid,Alex Clark talks to the queen of crime Val McDermid.,https://ichef.bbci.co.uk/images/ic/1200x675/p09c90zh.jpg,https://www.bbc.co.uk/iplayer/episode/p09c4tr7/big-book-weekend-a-big-book-chat-with-val-mcdermid,"BBC, iPlayer, TV, Big Book Weekend, A Big Book Chat with Val McDermid",arts
New Creatives - STONEWALL 2069,A short docufantasy film imagining how bio-tech could influence gay rights in the future.,https://ichef.bbci.co.uk/images/ic/1200x675/p09j7wvf.jpg,https://www.bbc.co.uk/iplayer/episode/p09j7wsj/new-creatives-stonewall-2069,"BBC, iPlayer, TV, New Creatives, STONEWALL 2069",arts
